company_id,company_name,node_index,label,train_mask,val_mask,test_mask
91440300MAEF0TDK1B,深圳市创鹏众创空间有限公司,342,0,1,0,0
91440300MAK2JM8MXC,中交低空经济（广东）有限公司深圳分公司,343,0,1,0,0
91440300MAE9W3RN3U,深圳市泽善生命健康管理有限公司,344,0,1,0,0
91440300MA5EQ1UN2U,唐基企业管理咨询（深圳）有限公司,345,0,1,0,0
91440300MAK3Q0C63C,深圳市金鲲天合数智科技有限公司,346,0,0,0,1
91440300MA5GP5342B,深圳年夕企业管理中心（有限合伙）,347,0,1,0,0
91440300MAEEDTD40T,鹏疆鹏有（深圳）投资合伙企业（有限合伙）,348,0,1,0,0
91440101MA9ULD0K4U,空港数字经济高新产业孵化器（广州）有限公司,349,0,1,0,0
91440300MAERJ1JC24,福气航空管理（深圳）企业（有限合伙）,350,0,1,0,0
91440300MAEXCMPT4H,天义智能航空科技（深圳）有限公司,351,0,1,0,0
91440300MAEB3T1B45,星耀空科低空科技（深圳）有限公司,352,0,0,0,1
91530100MA6MYF7A0U,深圳玖禾嘉谊投资有限公司,353,0,0,0,1
91440300MAEW20NB94,深圳市湘裕数字低空科技发展有限公司,354,0,1,0,0
91440003MAERM9RF68,广东横琴盛达云翼低空经济产业发展有限公司,355,0,0,0,1
91440300MAEQPAM85F,鹏城未来低空管理（深圳）有限公司,356,0,1,0,0
91440300MAEU5JYJ0K,我们的未来（深圳）科技有限公司,357,0,1,0,0
91440300MAEAXLU779,深圳众乐乐数字化低空飞行研学科技有限公司,358,0,1,0,0
91440300MA5FQJQH8M,深圳市索阳控股集团有限公司,359,0,1,0,0
91440300MAG0BB065Y,空天地宇（深圳）科技有限公司,360,0,1,0,0
91440300MAEQPT861T,华南领航低空产业投资（深圳）有限公司,361,0,0,1,0
91440111MAE478Y379,广东省中遥飞航数智供应链有限公司,362,0,0,0,1
91440300MA5G4BBK6W,悟界智能科技（深圳）有限公司,363,0,0,0,1
91440400MA4WND7334,中传低空经济产业发展（珠海）有限公司,364,0,1,0,0
91440300MADP59769Y,深圳反重力科技有限公司,365,0,0,1,0
91440300MA5DCWM78G,深圳市绿坊酒店管理有限公司,366,0,1,0,0
91440112MAE0EG1A0A,广州黄埔开投低空经济产业投资基金合伙企业（有限合伙）,367,0,1,0,0
91440300MAEN43HT9W,深圳市中科经纬低空科技有限公司,368,0,1,0,0
91441900MA51B0103J,玖禾（广东）教育科技发展有限公司,369,0,1,0,0
91440300MADWY61N6W,新山港城建工程（深圳）有限公司,370,0,1,0,0
91440106MADT3YD25W,广东国都智能科技有限公司,371,0,0,1,0
91440606MAEE1K5QXJ,佛山康晋云充技术有限公司,372,0,1,0,0
91440300311928869Q,合纵凯达电力科技（深圳）有限公司,373,0,1,0,0
914403003267123581,深圳市嘉泊智慧城市运营管理有限公司,374,0,1,0,0
91440300085992060F,广东速腾物流有限公司,375,0,1,0,0
91440300MAE3XWP363,深圳市智医库科技合伙企业（有限合伙）,376,0,0,0,1
91440400MA4UQCBU13,珠海天晴航空航天科技有限公司,377,1,1,0,0
91440400082564730K,珠海市低空产业投资运营有限公司,378,0,1,0,0
91440400MA4ULBA182,海工（珠海）重工有限公司,379,0,1,0,0
91440300MA5FLFKW4K,深圳蜂巢互联科技有限公司,380,1,1,0,0
91440300MAEE7N1370,深圳市元渔夫海洋生物科技有限公司,381,0,1,0,0
91440300MAEA71K260,深圳市天泰智能低空经济发展有限公司,382,0,1,0,0
914401065937484197,广东新禾智慧数字科技有限公司,383,1,0,1,0
91440300MAEF8TYN33,深圳书宁云翎科技（集团）有限公司,384,0,1,0,0
91440300051525288U,腾宇达低空产业发展（深圳）有限公司,385,0,1,0,0
91440300063889652E,深圳市资智通文化科技有限公司,386,0,1,0,0
91440101MA5CLHEG82,玖禾（广东）孵化器有限公司,387,0,1,0,0
91440300MA5F4JEA4E,万基泰科工集团（深圳）有限公司,388,0,1,0,0
91440300MAE9L9KN5D,深圳旷世天鹭低空科技产业管理有限公司,389,0,1,0,0
91440300MAEDD1RXXB,中恒（深圳）低空产业投资发展有限公司,390,0,1,0,0
91440300MA5ERQBY5G,玖禾（深圳）生态农业科技有限公司,391,0,1,0,0
91440300MAET455KX8,中飞智能低空产业基地发展（深圳）有限公司,392,0,0,1,0
91440400MA56ABA18L,御风未来飞行科技（广东）有限公司,393,0,0,1,0
91440300MA5G4UNT8C,中科科创（深圳）投资集团有限公司,394,0,1,0,0
91440115MAE82TDF5E,广东数智低空产业研究有限公司,395,0,1,0,0
91440300MAE83H4WXC,大豫鸿运低空经济产业（深圳）有限公司,396,0,1,0,0
91440300MAEX9MMYXG,深圳市未来之星低空经济发展有限公司,397,0,0,0,1
91440300MA5F0D355T,宇邦安国际防务科技（深圳）有限公司,398,0,1,0,0
91440300MA5D8NQ42H,深圳市昱熙基金管理有限公司,399,0,0,0,1
91440300MA5EC47Q25,广东鹏霄国际航空技术有限公司,400,0,0,1,0
91440882MAE2YKQR0K,宇景低空（雷州）智能科技有限公司,401,0,0,0,1
91440300MA5EW8TA18,中亚天空（深圳）科技有限公司,402,1,0,1,0
91440882MAE32TBH4A,广东宇景低空智能科技有限公司,403,0,0,0,1
91441900314837663N,广东中原智付储能技术有限公司,404,0,1,0,0
91440300MA5G40336F,星球物联网科技（深圳）有限公司,405,1,0,0,1
91110111MA005D7X4B,深圳玖禾阳光投资有限公司,406,0,1,0,0
91440116MA59A97X8G,广州空天通讯技术服务有限公司,407,0,1,0,0
91440300MA5DJ6TK6J,深圳市盛空科技有限公司,408,0,1,0,0
91440300MAEQ9775X5,深圳前海燚顺低空经济产业创新中心有限公司,409,0,1,0,0
91440300MA5DHAUB9E,深圳市翼巡低空科技有限公司,410,0,1,0,0
91441802MADTX2Y5XG,广东低空科技发展有限公司,411,0,1,0,0
91440300MA5DR8F96E,深圳市微联星智科技有限公司,412,0,1,0,0
91440300MAE7EU0U2U,深圳市神行低空出行有限公司,413,0,1,0,0
91440105MAEHMM50XJ,广州市海珠低空经济产业发展有限公司,414,0,1,0,0
91441900MA54G8WX2Y,广东中天建设科技有限公司,415,0,1,0,0
91440300MAK1H2DH4K,深圳飞飞低空智能科技有限公司,416,0,1,0,0
91440300MADKPDL559,深圳市皓宇低空科技有限公司,417,1,0,0,1
91440605MAE7PY5H9N,广东精维航空飞机维修有限公司,418,0,0,1,0
91441302MAEQGWKU3N,广东惠州市广晟翔龙低空经济发展有限公司,419,0,1,0,0
91440300MA5FG2FK1D,深圳华跃云鹏科技有限公司,420,0,0,1,0
91440300319512147W,深圳市喜悦智慧数据有限公司,421,1,1,0,0
91441802MADWFRHQ62,清远旅云飞低空经济技术发展有限公司,422,0,0,1,0
91440300MAK0Y18U8Q,深圳市亿航东方低空经济产业私募股权投资基金合伙企业（有限合伙）,423,0,0,0,1
91440403MA54B10X2U,广东光海光伏建筑发展有限公司,424,0,0,0,1
91440400MA4WAGEK48,珠海光恒科技有限公司,425,0,1,0,0
91420111MA4KU4X662,软通智慧科技有限公司,426,1,1,0,0
91440300MA5ECU911U,广东中维智泊停车服务有限公司,427,0,1,0,0
91440101550593664J,中运科技股份有限公司,428,0,0,1,0
91440106MA9YCEK48X,广州鑫凌耀科技有限公司,429,0,1,0,0
91440300MAEBRARGXN,零界科技（深圳）有限责任公司,430,0,0,0,1
91440300MADFXNP223,鹏有（深圳）飞行科技有限公司,431,0,1,0,0
91441900MAEKQ0Y25A,广东霄瞰低空智能科技有限公司,432,0,1,0,0
91440300MA5GM8DJ0J,中科（深圳）数字资本集团有限公司,433,0,0,1,0
91440300MA5EYAYG9U,深圳市德孚力奥科技有限公司,434,0,1,0,0
9144030033538400X2,深圳市倍联德实业有限公司,435,0,1,0,0
91440003MAE5CRDL01,琴航（广东横琴）科技有限公司,436,0,1,0,0
914403000589938852,深圳市大疆灵眸科技有限公司,437,1,1,0,0
914403007954257495,深圳市大疆创新科技有限公司,438,1,1,0,0
91440300306077254B,深圳市道通智能航空技术股份有限公司,439,1,1,0,0
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,440,1,0,0,1
914403003116581250,深圳联合飞机科技有限公司,441,1,0,0,1
91440300MA5G0YNU5T,美团科技有限公司,442,1,1,0,0
91440300687582704U,顺丰科技有限公司,443,1,0,0,1
91440300192317458F,比亚迪股份有限公司,444,1,1,0,0
914403001922038216,华为技术有限公司,445,1,1,0,0
91440300279392266B,深圳市科卫泰实业发展有限公司,446,1,1,0,0
914403007787549030,深圳市好盈科技股份有限公司,447,1,1,0,0
91440106593721849Y,广州极飞科技股份有限公司,448,1,1,0,0
91440101MA59P95W94,广州中科云图智能科技有限公司,449,1,1,0,0
91440106304742759X,广州亿航智能技术有限公司,450,1,1,0,0
91440101MA9W1BQA5Y,广东汇天航空航天科技有限公司,451,1,1,0,0
91440000730486030B,广东电网有限责任公司,452,1,1,0,0
91440101734916755P,广东电网有限责任公司广州供电局,453,1,0,1,0
91530000MA6MYLGN0A,南方电网通用航空服务有限公司,454,1,1,0,0
91440115734926603P,广州市华科尔科技股份有限公司,455,1,1,0,0
914404000684993620,珠海市双捷科技有限公司,456,1,1,0,0
91440400304050613H,珠海紫燕无人飞行器有限公司,457,1,1,0,0
91440402MA7F2J5E28,珠海安擎科技有限公司,458,1,1,0,0
91440606MA531XDX75,佛山顺德光启尖端装备有限公司,459,1,1,0,0
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,460,1,1,0,0
914419007385933083,广东电网有限责任公司东莞供电局,461,1,1,0,0
91440000190345797E,南方电网电力科技股份有限公司,462,1,1,0,0
91440300319491403H,哈瓦国际航空技术(深圳)有限公司,463,1,1,0,0
91440300671877217N,深城交科技集团股份有限公司,464,1,0,1,0
91440116MA59AB9P0B,亿航智能设备有限公司,465,1,1,0,0
